Source,Target,Relation
Andri54527441,twobigboysblog,friend_of_follower
Andri54527441,AranyajitSaman2,friend_of_follower
Andri54527441,doctortrick1,friend_of_follower
Andri54527441,Khushi47672807,friend_of_follower
Andri54527441,newsandfoods,friend_of_follower
Andri54527441,ChefRobertKirk,friend_of_follower
Andri54527441,clubfoody1,friend_of_follower
Andri54527441,CaptnKennysFr,friend_of_follower
Andri54527441,lemonmomcanada,friend_of_follower
Andri54527441,ktboldy,friend_of_follower
Andri54527441,LunaDaves,friend_of_follower
Andri54527441,Sunshin03401765,friend_of_follower
Andri54527441,Indiamusicstudi,friend_of_follower
Ananyaspeaks,@BJP4Bengal,follower
Sanjoy75795530,@BJP4Bengal,follower
Sanjoy75795530,AlisonChalmer18,friend_of_follower
Sanjoy75795530,SnaStudio,friend_of_follower
Sanjoy75795530,twobigboysblog,friend_of_follower
Sanjoy75795530,AranyajitSaman2,friend_of_follower
Sanjoy75795530,doctortrick1,friend_of_follower
Sanjoy75795530,Khushi47672807,friend_of_follower
Sanjoy75795530,newsandfoods,friend_of_follower
Sanjoy75795530,ChefRobertKirk,friend_of_follower
Sanjoy75795530,clubfoody1,friend_of_follower
Sanjoy75795530,CaptnKennysFr,friend_of_follower
Sanjoy75795530,lemonmomcanada,friend_of_follower
Sanjoy75795530,ktboldy,friend_of_follower
Sanjoy75795530,LunaDaves,friend_of_follower
Sanjoy75795530,Sunshin03401765,friend_of_follower
Sanjoy75795530,Indiamusicstudi,friend_of_follower
sanghi_comrade,@BJP4Bengal,follower
Gajanan50201577,sanghi_comrade,follower_of_follower
Br_0_Terressaaa,sanghi_comrade,follower_of_follower
Gulshan_rssorg,sanghi_comrade,follower_of_follower
GloriousHindu,sanghi_comrade,follower_of_follower
Team_DattuG,sanghi_comrade,follower_of_follower
sanghi_comrade,Gajanan50201577,friend_of_follower
sanghi_comrade,Br_0_Terressaaa,friend_of_follower
sanghi_comrade,Gulshan_rssorg,friend_of_follower
sanghi_comrade,GloriousHindu,friend_of_follower
sanghi_comrade,Team_DattuG,friend_of_follower
Ahmed22Raj,@BJP4Bengal,follower
Jacquel75950536,Ahmed22Raj,follower_of_follower
thomasJins,Ahmed22Raj,follower_of_follower
Kizhakkedan33,Ahmed22Raj,follower_of_follower
sibi_tweetz,Ahmed22Raj,follower_of_follower
Thrissurkarann,Ahmed22Raj,follower_of_follower
sanoMDblog,Ahmed22Raj,follower_of_follower
iammohitbjym,Ahmed22Raj,follower_of_follower
dmmathura7512,Ahmed22Raj,follower_of_follower
sanjaybinamdar,Ahmed22Raj,follower_of_follower
Sagarjadhav354,Ahmed22Raj,follower_of_follower
MEWATIMUNDA3,Ahmed22Raj,follower_of_follower
RaddiSaifulla,Ahmed22Raj,follower_of_follower
narendhiran_v,Ahmed22Raj,follower_of_follower
AnandasuMunna,Ahmed22Raj,follower_of_follower
NachiketKale7,Ahmed22Raj,follower_of_follower
maheshrathod20,Ahmed22Raj,follower_of_follower
SanjayPuranFanC,Ahmed22Raj,follower_of_follower
surajti09336191,Ahmed22Raj,follower_of_follower
mtafashionstore,Ahmed22Raj,follower_of_follower
rahman_saifee,Ahmed22Raj,follower_of_follower
Ahmed22Raj,Jacquel75950536,friend_of_follower
Ahmed22Raj,thomasJins,friend_of_follower
Ahmed22Raj,Kizhakkedan33,friend_of_follower
Ahmed22Raj,sibi_tweetz,friend_of_follower
Ahmed22Raj,Thrissurkarann,friend_of_follower
Ahmed22Raj,sanoMDblog,friend_of_follower
Ahmed22Raj,iammohitbjym,friend_of_follower
Ahmed22Raj,dmmathura7512,friend_of_follower
Ahmed22Raj,sanjaybinamdar,friend_of_follower
Ahmed22Raj,Sagarjadhav354,friend_of_follower
Ahmed22Raj,MEWATIMUNDA3,friend_of_follower
Ahmed22Raj,RaddiSaifulla,friend_of_follower
Ahmed22Raj,narendhiran_v,friend_of_follower
Ahmed22Raj,AnandasuMunna,friend_of_follower
Ahmed22Raj,NachiketKale7,friend_of_follower
Ahmed22Raj,maheshrathod20,friend_of_follower
Ahmed22Raj,SanjayPuranFanC,friend_of_follower
Ahmed22Raj,surajti09336191,friend_of_follower
Ahmed22Raj,mtafashionstore,friend_of_follower
Ahmed22Raj,rahman_saifee,friend_of_follower
AmarDutta5,@BJP4Bengal,follower
ABDUSSABURLASK2,AmarDutta5,follower_of_follower
JolPori02337242,AmarDutta5,follower_of_follower
Samuel_SuperBit,AmarDutta5,follower_of_follower
AmarDutta5,ABDUSSABURLASK2,friend_of_follower
AmarDutta5,JolPori02337242,friend_of_follower
AmarDutta5,Samuel_SuperBit,friend_of_follower
SONUPINKOO,@BJP4Bengal,follower
ankit_bjym1,@BJP4Bengal,follower
vishnubishnoi1,ankit_bjym1,follower_of_follower
dchay1122,ankit_bjym1,follower_of_follower
satyagodara,ankit_bjym1,follower_of_follower
YogendraUpadh11,ankit_bjym1,follower_of_follower
rajput_ansh_,ankit_bjym1,follower_of_follower
PankajK24999524,ankit_bjym1,follower_of_follower
Rajsthanikaka,ankit_bjym1,follower_of_follower
GotiGurjar,ankit_bjym1,follower_of_follower
devduttbkn,ankit_bjym1,follower_of_follower
ImBharath023,ankit_bjym1,follower_of_follower
DewasiKaramiram,ankit_bjym1,follower_of_follower
Ishanmishraa,ankit_bjym1,follower_of_follower
RajendraforBjp,ankit_bjym1,follower_of_follower
Moondh_KhetaRLP,ankit_bjym1,follower_of_follower
Dips_gaur,ankit_bjym1,follower_of_follower
Praveen_3vedi,ankit_bjym1,follower_of_follower
ArjunVerma01,ankit_bjym1,follower_of_follower
DlN1aVOa5kYgo1u,ankit_bjym1,follower_of_follower
RushikeshDhadv4,ankit_bjym1,follower_of_follower
GAnandpura,ankit_bjym1,follower_of_follower
ankit_bjym1,vishnubishnoi1,friend_of_follower
ankit_bjym1,dchay1122,friend_of_follower
ankit_bjym1,satyagodara,friend_of_follower
ankit_bjym1,YogendraUpadh11,friend_of_follower
ankit_bjym1,rajput_ansh_,friend_of_follower
ankit_bjym1,PankajK24999524,friend_of_follower
ankit_bjym1,Rajsthanikaka,friend_of_follower
ankit_bjym1,GotiGurjar,friend_of_follower
ankit_bjym1,devduttbkn,friend_of_follower
ankit_bjym1,ImBharath023,friend_of_follower
ankit_bjym1,DewasiKaramiram,friend_of_follower
ankit_bjym1,Ishanmishraa,friend_of_follower
ankit_bjym1,RajendraforBjp,friend_of_follower
ankit_bjym1,Moondh_KhetaRLP,friend_of_follower
ankit_bjym1,Dips_gaur,friend_of_follower
ankit_bjym1,Praveen_3vedi,friend_of_follower
ankit_bjym1,ArjunVerma01,friend_of_follower
ankit_bjym1,DlN1aVOa5kYgo1u,friend_of_follower
ankit_bjym1,RushikeshDhadv4,friend_of_follower
ankit_bjym1,GAnandpura,friend_of_follower
SonuSingh8126,@BJP4Bengal,follower
maheshD04495493,SonuSingh8126,follower_of_follower
KumarSumitRanja,SonuSingh8126,follower_of_follower
Drx_pawan_kumar,SonuSingh8126,follower_of_follower
Hell111_,SonuSingh8126,follower_of_follower
nationalist_RG,SonuSingh8126,follower_of_follower
DGbiRcI81KJ1Q6x,SonuSingh8126,follower_of_follower
iKS1705,SonuSingh8126,follower_of_follower
TeamNagarjuna,SonuSingh8126,follower_of_follower
Ranal55,SonuSingh8126,follower_of_follower
iNikitaRoy_,SonuSingh8126,follower_of_follower
PrinceGabbar7,SonuSingh8126,follower_of_follower
AshishX09981287,SonuSingh8126,follower_of_follower
AkshayYouth,SonuSingh8126,follower_of_follower
sumitsingh2204,SonuSingh8126,follower_of_follower
SBhadkha,SonuSingh8126,follower_of_follower
govindsinghlayn,SonuSingh8126,follower_of_follower
SunilMishraRW,SonuSingh8126,follower_of_follower
shivanipandayy,SonuSingh8126,follower_of_follower
Raksha2021Ind,SonuSingh8126,follower_of_follower
AMmeenaji1,SonuSingh8126,follower_of_follower
SonuSingh8126,maheshD04495493,friend_of_follower
SonuSingh8126,KumarSumitRanja,friend_of_follower
SonuSingh8126,Drx_pawan_kumar,friend_of_follower
SonuSingh8126,Hell111_,friend_of_follower
SonuSingh8126,nationalist_RG,friend_of_follower
SonuSingh8126,DGbiRcI81KJ1Q6x,friend_of_follower
SonuSingh8126,iKS1705,friend_of_follower
SonuSingh8126,TeamNagarjuna,friend_of_follower
SonuSingh8126,Ranal55,friend_of_follower
SonuSingh8126,iNikitaRoy_,friend_of_follower
SonuSingh8126,PrinceGabbar7,friend_of_follower
SonuSingh8126,AshishX09981287,friend_of_follower
SonuSingh8126,AkshayYouth,friend_of_follower
SonuSingh8126,sumitsingh2204,friend_of_follower
SonuSingh8126,SBhadkha,friend_of_follower
SonuSingh8126,govindsinghlayn,friend_of_follower
SonuSingh8126,SunilMishraRW,friend_of_follower
SonuSingh8126,shivanipandayy,friend_of_follower
SonuSingh8126,Raksha2021Ind,friend_of_follower
SonuSingh8126,AMmeenaji1,friend_of_follower
kpurohit1008,@BJP4Bengal,follower
helloitsmerajiv,kpurohit1008,follower_of_follower
GotiGurjar,kpurohit1008,follower_of_follower
dobriyal66,kpurohit1008,follower_of_follower
Vishal_Gajjar_,kpurohit1008,follower_of_follower
MohitRajendraP3,kpurohit1008,follower_of_follower
SubhashVermaBJP,kpurohit1008,follower_of_follower
i_ankit10,kpurohit1008,follower_of_follower
madhu_surana,kpurohit1008,follower_of_follower
Thevarunrastogi,kpurohit1008,follower_of_follower
SakshiM4hta,kpurohit1008,follower_of_follower
sonu076666,kpurohit1008,follower_of_follower
ALHD_ISHAQ,kpurohit1008,follower_of_follower
americi_trump,kpurohit1008,follower_of_follower
rajeshksharma30,kpurohit1008,follower_of_follower
ajendra_dangi,kpurohit1008,follower_of_follower
SonuSinghBais2,kpurohit1008,follower_of_follower
Bambalal_BJP,kpurohit1008,follower_of_follower
Pandeyravi1122,kpurohit1008,follower_of_follower
Pankaj_Singh_07,kpurohit1008,follower_of_follower
jayuupurohit89,kpurohit1008,follower_of_follower
kpurohit1008,helloitsmerajiv,friend_of_follower
kpurohit1008,GotiGurjar,friend_of_follower
kpurohit1008,dobriyal66,friend_of_follower
kpurohit1008,Vishal_Gajjar_,friend_of_follower
kpurohit1008,MohitRajendraP3,friend_of_follower
kpurohit1008,SubhashVermaBJP,friend_of_follower
kpurohit1008,i_ankit10,friend_of_follower
kpurohit1008,madhu_surana,friend_of_follower
kpurohit1008,Thevarunrastogi,friend_of_follower
kpurohit1008,SakshiM4hta,friend_of_follower
kpurohit1008,sonu076666,friend_of_follower
kpurohit1008,ALHD_ISHAQ,friend_of_follower
kpurohit1008,americi_trump,friend_of_follower
kpurohit1008,rajeshksharma30,friend_of_follower
kpurohit1008,ajendra_dangi,friend_of_follower
kpurohit1008,SonuSinghBais2,friend_of_follower
kpurohit1008,Bambalal_BJP,friend_of_follower
kpurohit1008,Pandeyravi1122,friend_of_follower
kpurohit1008,Pankaj_Singh_07,friend_of_follower
kpurohit1008,jayuupurohit89,friend_of_follower
BikashK70621747,@BJP4Bengal,follower
Vandnadassi,BikashK70621747,follower_of_follower
Thepandeyjii,BikashK70621747,follower_of_follower
ftvcp_in,BikashK70621747,follower_of_follower
BikashK70621747,Vandnadassi,friend_of_follower
BikashK70621747,Thepandeyjii,friend_of_follower
BikashK70621747,ftvcp_in,friend_of_follower
SatishMPujari3,@BJP4Bengal,follower
Dhanraj_SK,SatishMPujari3,follower_of_follower
SocialSlack,SatishMPujari3,follower_of_follower
Sridhar51617089,SatishMPujari3,follower_of_follower
Bjp4krpete1,SatishMPujari3,follower_of_follower
umapathi_mm,SatishMPujari3,follower_of_follower
ihindubhakt,SatishMPujari3,follower_of_follower
DrBhojaraj,SatishMPujari3,follower_of_follower
krishnarukmini2,SatishMPujari3,follower_of_follower
LokeshNs13,SatishMPujari3,follower_of_follower
AJSATHISHA,SatishMPujari3,follower_of_follower
RAVIKAN89489061,SatishMPujari3,follower_of_follower
w4SElz8GgJ0NvOZ,SatishMPujari3,follower_of_follower
Nirmala01832384,SatishMPujari3,follower_of_follower
Vinay248709741,SatishMPujari3,follower_of_follower
arkalmala,SatishMPujari3,follower_of_follower
YallappaPs,SatishMPujari3,follower_of_follower
DeepakVagale,SatishMPujari3,follower_of_follower
Nirmala74363610,SatishMPujari3,follower_of_follower
Meghana8055,SatishMPujari3,follower_of_follower
RaviAngadi19,SatishMPujari3,follower_of_follower
SatishMPujari3,Dhanraj_SK,friend_of_follower
SatishMPujari3,SocialSlack,friend_of_follower
SatishMPujari3,Sridhar51617089,friend_of_follower
SatishMPujari3,Bjp4krpete1,friend_of_follower
SatishMPujari3,umapathi_mm,friend_of_follower
SatishMPujari3,ihindubhakt,friend_of_follower
SatishMPujari3,DrBhojaraj,friend_of_follower
SatishMPujari3,krishnarukmini2,friend_of_follower
SatishMPujari3,LokeshNs13,friend_of_follower
SatishMPujari3,AJSATHISHA,friend_of_follower
SatishMPujari3,RAVIKAN89489061,friend_of_follower
SatishMPujari3,w4SElz8GgJ0NvOZ,friend_of_follower
SatishMPujari3,Nirmala01832384,friend_of_follower
SatishMPujari3,Vinay248709741,friend_of_follower
SatishMPujari3,arkalmala,friend_of_follower
SatishMPujari3,YallappaPs,friend_of_follower
SatishMPujari3,DeepakVagale,friend_of_follower
SatishMPujari3,Nirmala74363610,friend_of_follower
SatishMPujari3,Meghana8055,friend_of_follower
SatishMPujari3,RaviAngadi19,friend_of_follower
ChandanaBauri_,@BJP4Bengal,follower
Tunni4SSR,ChandanaBauri_,follower_of_follower
RameshC84816891,ChandanaBauri_,follower_of_follower
sangrampanigra2,ChandanaBauri_,follower_of_follower
tiwarivivek940,ChandanaBauri_,follower_of_follower
kkkumavat,ChandanaBauri_,follower_of_follower
prithwishK1990,ChandanaBauri_,follower_of_follower
Ykadyan123,ChandanaBauri_,follower_of_follower
iamrsk95,ChandanaBauri_,follower_of_follower
Souravkaibarta1,ChandanaBauri_,follower_of_follower
AjaySin47399452,ChandanaBauri_,follower_of_follower
SatyaSanatan111,ChandanaBauri_,follower_of_follower
bashkarsingh,ChandanaBauri_,follower_of_follower
Liberals_ka_bap,ChandanaBauri_,follower_of_follower
KRISHNARUPA1,ChandanaBauri_,follower_of_follower
priyank_gupta,ChandanaBauri_,follower_of_follower
VinodPujari888,ChandanaBauri_,follower_of_follower
Anubhav__BJP,ChandanaBauri_,follower_of_follower
ErAnilBishnoi1,ChandanaBauri_,follower_of_follower
j_menariya,ChandanaBauri_,follower_of_follower
meguddusingh111,ChandanaBauri_,follower_of_follower
ChandanaBauri_,Tunni4SSR,friend_of_follower
ChandanaBauri_,RameshC84816891,friend_of_follower
ChandanaBauri_,sangrampanigra2,friend_of_follower
ChandanaBauri_,tiwarivivek940,friend_of_follower
ChandanaBauri_,kkkumavat,friend_of_follower
ChandanaBauri_,prithwishK1990,friend_of_follower
ChandanaBauri_,Ykadyan123,friend_of_follower
ChandanaBauri_,iamrsk95,friend_of_follower
ChandanaBauri_,Souravkaibarta1,friend_of_follower
ChandanaBauri_,AjaySin47399452,friend_of_follower
ChandanaBauri_,SatyaSanatan111,friend_of_follower
ChandanaBauri_,bashkarsingh,friend_of_follower
ChandanaBauri_,Liberals_ka_bap,friend_of_follower
ChandanaBauri_,KRISHNARUPA1,friend_of_follower
ChandanaBauri_,priyank_gupta,friend_of_follower
ChandanaBauri_,VinodPujari888,friend_of_follower
ChandanaBauri_,Anubhav__BJP,friend_of_follower
ChandanaBauri_,ErAnilBishnoi1,friend_of_follower
ChandanaBauri_,j_menariya,friend_of_follower
ChandanaBauri_,meguddusingh111,friend_of_follower
SandeepPujhari,@BJP4Bengal,follower
RanjanM89526914,SandeepPujhari,follower_of_follower
DheerajJani5,SandeepPujhari,follower_of_follower
Rony55681118,SandeepPujhari,follower_of_follower
harshit_tr_azad,SandeepPujhari,follower_of_follower
ankjos,SandeepPujhari,follower_of_follower
Rahulpa86426715,SandeepPujhari,follower_of_follower
SahukarRajkumar,SandeepPujhari,follower_of_follower
DeepakAhirwar64,SandeepPujhari,follower_of_follower
BikashRanjan_,SandeepPujhari,follower_of_follower
AkashTandi15,SandeepPujhari,follower_of_follower
oChromez_z,SandeepPujhari,follower_of_follower
dinhvan23421,SandeepPujhari,follower_of_follower
yourveevee,SandeepPujhari,follower_of_follower
SandeepPujhari,RanjanM89526914,friend_of_follower
SandeepPujhari,DheerajJani5,friend_of_follower
SandeepPujhari,Rony55681118,friend_of_follower
SandeepPujhari,harshit_tr_azad,friend_of_follower
SandeepPujhari,ankjos,friend_of_follower
SandeepPujhari,Rahulpa86426715,friend_of_follower
SandeepPujhari,SahukarRajkumar,friend_of_follower
SandeepPujhari,DeepakAhirwar64,friend_of_follower
SandeepPujhari,BikashRanjan_,friend_of_follower
SandeepPujhari,AkashTandi15,friend_of_follower
SandeepPujhari,oChromez_z,friend_of_follower
SandeepPujhari,dinhvan23421,friend_of_follower
SandeepPujhari,yourveevee,friend_of_follower
Amar26416724,@BJP4Bengal,follower
AS38523591,Amar26416724,follower_of_follower
SanaliSpark,Amar26416724,follower_of_follower
iNisha_bharti,Amar26416724,follower_of_follower
VikasVidyarthi5,Amar26416724,follower_of_follower
Sarikazhb,Amar26416724,follower_of_follower
shruti__om,Amar26416724,follower_of_follower
PoonamV9838,Amar26416724,follower_of_follower
amrita_sayu,Amar26416724,follower_of_follower
ROHITBI00738070,Amar26416724,follower_of_follower
Saloni18813048,Amar26416724,follower_of_follower
Yogitag002,Amar26416724,follower_of_follower
Sudesh19609551,Amar26416724,follower_of_follower
AnuragC85570787,Amar26416724,follower_of_follower
MadhavPandeyG70,Amar26416724,follower_of_follower
missmusicalj,Amar26416724,follower_of_follower
Supriya7432,Amar26416724,follower_of_follower
jagdish78442932,Amar26416724,follower_of_follower
SHANIMONITOR,Amar26416724,follower_of_follower
Kayasth_Queen,Amar26416724,follower_of_follower
SharwanKumarR20,Amar26416724,follower_of_follower
Amar26416724,AS38523591,friend_of_follower
Amar26416724,SanaliSpark,friend_of_follower
Amar26416724,iNisha_bharti,friend_of_follower
Amar26416724,VikasVidyarthi5,friend_of_follower
Amar26416724,Sarikazhb,friend_of_follower
Amar26416724,shruti__om,friend_of_follower
Amar26416724,PoonamV9838,friend_of_follower
Amar26416724,amrita_sayu,friend_of_follower
Amar26416724,ROHITBI00738070,friend_of_follower
Amar26416724,Saloni18813048,friend_of_follower
Amar26416724,Yogitag002,friend_of_follower
Amar26416724,Sudesh19609551,friend_of_follower
Amar26416724,AnuragC85570787,friend_of_follower
Amar26416724,MadhavPandeyG70,friend_of_follower
Amar26416724,missmusicalj,friend_of_follower
Amar26416724,Supriya7432,friend_of_follower
Amar26416724,jagdish78442932,friend_of_follower
Amar26416724,SHANIMONITOR,friend_of_follower
Amar26416724,Kayasth_Queen,friend_of_follower
Amar26416724,SharwanKumarR20,friend_of_follower
Tapanmo99764305,@BJP4Bengal,follower
Tapanmo99764305,AS38523591,friend_of_follower
Tapanmo99764305,SanaliSpark,friend_of_follower
Tapanmo99764305,iNisha_bharti,friend_of_follower
Tapanmo99764305,VikasVidyarthi5,friend_of_follower
Tapanmo99764305,Sarikazhb,friend_of_follower
Tapanmo99764305,shruti__om,friend_of_follower
Tapanmo99764305,PoonamV9838,friend_of_follower
Tapanmo99764305,amrita_sayu,friend_of_follower
Tapanmo99764305,ROHITBI00738070,friend_of_follower
Tapanmo99764305,Saloni18813048,friend_of_follower
Tapanmo99764305,Yogitag002,friend_of_follower
Tapanmo99764305,Sudesh19609551,friend_of_follower
Tapanmo99764305,AnuragC85570787,friend_of_follower
Tapanmo99764305,MadhavPandeyG70,friend_of_follower
Tapanmo99764305,missmusicalj,friend_of_follower
Tapanmo99764305,Supriya7432,friend_of_follower
Tapanmo99764305,jagdish78442932,friend_of_follower
Tapanmo99764305,SHANIMONITOR,friend_of_follower
Tapanmo99764305,Kayasth_Queen,friend_of_follower
Tapanmo99764305,SharwanKumarR20,friend_of_follower
AshishH47503036,@BJP4Bengal,follower
AshishH47503036,AS38523591,friend_of_follower
AshishH47503036,SanaliSpark,friend_of_follower
AshishH47503036,iNisha_bharti,friend_of_follower
AshishH47503036,VikasVidyarthi5,friend_of_follower
AshishH47503036,Sarikazhb,friend_of_follower
AshishH47503036,shruti__om,friend_of_follower
AshishH47503036,PoonamV9838,friend_of_follower
AshishH47503036,amrita_sayu,friend_of_follower
AshishH47503036,ROHITBI00738070,friend_of_follower
AshishH47503036,Saloni18813048,friend_of_follower
AshishH47503036,Yogitag002,friend_of_follower
AshishH47503036,Sudesh19609551,friend_of_follower
AshishH47503036,AnuragC85570787,friend_of_follower
AshishH47503036,MadhavPandeyG70,friend_of_follower
AshishH47503036,missmusicalj,friend_of_follower
AshishH47503036,Supriya7432,friend_of_follower
AshishH47503036,jagdish78442932,friend_of_follower
AshishH47503036,SHANIMONITOR,friend_of_follower
AshishH47503036,Kayasth_Queen,friend_of_follower
