Source,Target,Relation
@BJP4Bengal,mithunda_off,friend
DreamscapeMelo1,mithunda_off,follower_of_friend
BisheswarMaha10,mithunda_off,follower_of_friend
Saiyada10803839,mithunda_off,follower_of_friend
RRRMovieeee,mithunda_off,follower_of_friend
trueindian9365,mithunda_off,follower_of_friend
SudipSa91383823,mithunda_off,follower_of_friend
AnandTraveler,mithunda_off,follower_of_friend
SukhenS64540140,mithunda_off,follower_of_friend
AG49344933,mithunda_off,follower_of_friend
RahulGa97429034,mithunda_off,follower_of_friend
SUNILMA30668295,mithunda_off,follower_of_friend
Andri54527441,mithunda_off,follower_of_friend
AnkushG43426832,mithunda_off,follower_of_friend
Ritika65700670,mithunda_off,follower_of_friend
SONUPINKOO,mithunda_off,follower_of_friend
SatishMPujari3,mithunda_off,follower_of_friend
ShakilShuvo12,mithunda_off,follower_of_friend
Suman034491,mithunda_off,follower_of_friend
nishant04483883,mithunda_off,follower_of_friend
ghosh_sheoshri,mithunda_off,follower_of_friend
mithunda_off,DreamscapeMelo1,friend_of_friend
mithunda_off,BisheswarMaha10,friend_of_friend
mithunda_off,Saiyada10803839,friend_of_friend
mithunda_off,RRRMovieeee,friend_of_friend
mithunda_off,trueindian9365,friend_of_friend
mithunda_off,SudipSa91383823,friend_of_friend
mithunda_off,AnandTraveler,friend_of_friend
mithunda_off,SukhenS64540140,friend_of_friend
mithunda_off,AG49344933,friend_of_friend
mithunda_off,RahulGa97429034,friend_of_friend
mithunda_off,SUNILMA30668295,friend_of_friend
mithunda_off,Andri54527441,friend_of_friend
mithunda_off,AnkushG43426832,friend_of_friend
mithunda_off,Ritika65700670,friend_of_friend
mithunda_off,SONUPINKOO,friend_of_friend
mithunda_off,SatishMPujari3,friend_of_friend
mithunda_off,ShakilShuvo12,friend_of_friend
mithunda_off,Suman034491,friend_of_friend
mithunda_off,nishant04483883,friend_of_friend
mithunda_off,ghosh_sheoshri,friend_of_friend
@BJP4Bengal,Yash_Dasgupta,friend
amit0360,Yash_Dasgupta,follower_of_friend
SaleemA15693305,Yash_Dasgupta,follower_of_friend
radhe99393,Yash_Dasgupta,follower_of_friend
RameshS94322681,Yash_Dasgupta,follower_of_friend
krishmenon11,Yash_Dasgupta,follower_of_friend
RiyaSar76230472,Yash_Dasgupta,follower_of_friend
AnandTraveler,Yash_Dasgupta,follower_of_friend
AG49344933,Yash_Dasgupta,follower_of_friend
MartandMisra,Yash_Dasgupta,follower_of_friend
ghosh_sheoshri,Yash_Dasgupta,follower_of_friend
AdityaS14772295,Yash_Dasgupta,follower_of_friend
Fistfocus,Yash_Dasgupta,follower_of_friend
varshneyamitin,Yash_Dasgupta,follower_of_friend
tanueksoch,Yash_Dasgupta,follower_of_friend
singh_bhadotiya,Yash_Dasgupta,follower_of_friend
himanshubjym57,Yash_Dasgupta,follower_of_friend
BiruThapa0,Yash_Dasgupta,follower_of_friend
10Kfollow1,Yash_Dasgupta,follower_of_friend
Brajesh44193093,Yash_Dasgupta,follower_of_friend
AnshuBh73306574,Yash_Dasgupta,follower_of_friend
Yash_Dasgupta,amit0360,friend_of_friend
Yash_Dasgupta,SaleemA15693305,friend_of_friend
Yash_Dasgupta,radhe99393,friend_of_friend
Yash_Dasgupta,RameshS94322681,friend_of_friend
Yash_Dasgupta,krishmenon11,friend_of_friend
Yash_Dasgupta,RiyaSar76230472,friend_of_friend
Yash_Dasgupta,AnandTraveler,friend_of_friend
Yash_Dasgupta,AG49344933,friend_of_friend
Yash_Dasgupta,MartandMisra,friend_of_friend
Yash_Dasgupta,ghosh_sheoshri,friend_of_friend
Yash_Dasgupta,AdityaS14772295,friend_of_friend
Yash_Dasgupta,Fistfocus,friend_of_friend
Yash_Dasgupta,varshneyamitin,friend_of_friend
Yash_Dasgupta,tanueksoch,friend_of_friend
Yash_Dasgupta,singh_bhadotiya,friend_of_friend
Yash_Dasgupta,himanshubjym57,friend_of_friend
Yash_Dasgupta,BiruThapa0,friend_of_friend
Yash_Dasgupta,10Kfollow1,friend_of_friend
Yash_Dasgupta,Brajesh44193093,friend_of_friend
Yash_Dasgupta,AnshuBh73306574,friend_of_friend
@BJP4Bengal,smritiirani,friend
Manpree05410936,smritiirani,follower_of_friend
RAUSHAN98039445,smritiirani,follower_of_friend
Bhupend00975726,smritiirani,follower_of_friend
RaviVer32841494,smritiirani,follower_of_friend
PatelVi16283517,smritiirani,follower_of_friend
Sahdevbhai12,smritiirani,follower_of_friend
1m0sFDwtmHEB5xN,smritiirani,follower_of_friend
gr8upasana86,smritiirani,follower_of_friend
AtulCho66067674,smritiirani,follower_of_friend
KaranJh30951863,smritiirani,follower_of_friend
Prabhu63533421,smritiirani,follower_of_friend
sanjitadutta3,smritiirani,follower_of_friend
trichyemart,smritiirani,follower_of_friend
npsingh_india,smritiirani,follower_of_friend
Hareesh75620587,smritiirani,follower_of_friend
Pragati62195280,smritiirani,follower_of_friend
ankit_deliwala,smritiirani,follower_of_friend
AnkushS62516758,smritiirani,follower_of_friend
Zafar80916460,smritiirani,follower_of_friend
InduCha64656507,smritiirani,follower_of_friend
smritiirani,Manpree05410936,friend_of_friend
smritiirani,RAUSHAN98039445,friend_of_friend
smritiirani,Bhupend00975726,friend_of_friend
smritiirani,RaviVer32841494,friend_of_friend
smritiirani,PatelVi16283517,friend_of_friend
smritiirani,Sahdevbhai12,friend_of_friend
smritiirani,1m0sFDwtmHEB5xN,friend_of_friend
smritiirani,gr8upasana86,friend_of_friend
smritiirani,AtulCho66067674,friend_of_friend
smritiirani,KaranJh30951863,friend_of_friend
smritiirani,Prabhu63533421,friend_of_friend
smritiirani,sanjitadutta3,friend_of_friend
smritiirani,trichyemart,friend_of_friend
smritiirani,npsingh_india,friend_of_friend
smritiirani,Hareesh75620587,friend_of_friend
smritiirani,Pragati62195280,friend_of_friend
smritiirani,ankit_deliwala,friend_of_friend
smritiirani,AnkushS62516758,friend_of_friend
smritiirani,Zafar80916460,friend_of_friend
smritiirani,InduCha64656507,friend_of_friend
@BJP4Bengal,Paayel_12353,friend
SharmaZak,Paayel_12353,follower_of_friend
amitjoshi7732,Paayel_12353,follower_of_friend
Saiyada10803839,Paayel_12353,follower_of_friend
RRRMovieeee,Paayel_12353,follower_of_friend
iamharsh1000,Paayel_12353,follower_of_friend
WasimBariMolla1,Paayel_12353,follower_of_friend
AnandTraveler,Paayel_12353,follower_of_friend
MdSazza72960924,Paayel_12353,follower_of_friend
AG49344933,Paayel_12353,follower_of_friend
kriti_Gaurav,Paayel_12353,follower_of_friend
canadianbilla,Paayel_12353,follower_of_friend
ArchismannC,Paayel_12353,follower_of_friend
rishabbhargav99,Paayel_12353,follower_of_friend
Surabhisweta,Paayel_12353,follower_of_friend
SONUPINKOO,Paayel_12353,follower_of_friend
neerajjagtap888,Paayel_12353,follower_of_friend
SatishMPujari3,Paayel_12353,follower_of_friend
Ankush_bishnoi_,Paayel_12353,follower_of_friend
pthk2016,Paayel_12353,follower_of_friend
AnkushB29998812,Paayel_12353,follower_of_friend
Paayel_12353,SharmaZak,friend_of_friend
Paayel_12353,amitjoshi7732,friend_of_friend
Paayel_12353,Saiyada10803839,friend_of_friend
Paayel_12353,RRRMovieeee,friend_of_friend
Paayel_12353,iamharsh1000,friend_of_friend
Paayel_12353,WasimBariMolla1,friend_of_friend
Paayel_12353,AnandTraveler,friend_of_friend
Paayel_12353,MdSazza72960924,friend_of_friend
Paayel_12353,AG49344933,friend_of_friend
Paayel_12353,kriti_Gaurav,friend_of_friend
Paayel_12353,canadianbilla,friend_of_friend
Paayel_12353,ArchismannC,friend_of_friend
Paayel_12353,rishabbhargav99,friend_of_friend
Paayel_12353,Surabhisweta,friend_of_friend
Paayel_12353,SONUPINKOO,friend_of_friend
Paayel_12353,neerajjagtap888,friend_of_friend
Paayel_12353,SatishMPujari3,friend_of_friend
Paayel_12353,Ankush_bishnoi_,friend_of_friend
Paayel_12353,pthk2016,friend_of_friend
Paayel_12353,AnkushB29998812,friend_of_friend
@BJP4Bengal,dindaashoke,friend
aman8x,dindaashoke,follower_of_friend
BhavnaS63628880,dindaashoke,follower_of_friend
AsadAli30291197,dindaashoke,follower_of_friend
Siddharth__13,dindaashoke,follower_of_friend
TarunSanghvi_,dindaashoke,follower_of_friend
Abhinav64152319,dindaashoke,follower_of_friend
imvikash_kumar,dindaashoke,follower_of_friend
premprakash431,dindaashoke,follower_of_friend
amit0360,dindaashoke,follower_of_friend
madsud91,dindaashoke,follower_of_friend
Aaryaavart_Ind,dindaashoke,follower_of_friend
MilanSingh07,dindaashoke,follower_of_friend
Chauhan_Huin,dindaashoke,follower_of_friend
ShashankSri007,dindaashoke,follower_of_friend
Chandes63182548,dindaashoke,follower_of_friend
Saffron_Surfer,dindaashoke,follower_of_friend
iiLGrjyM2aywPlH,dindaashoke,follower_of_friend
Pb_Bodake,dindaashoke,follower_of_friend
anandabhisek12,dindaashoke,follower_of_friend
Sarthak08526064,dindaashoke,follower_of_friend
dindaashoke,aman8x,friend_of_friend
dindaashoke,BhavnaS63628880,friend_of_friend
dindaashoke,AsadAli30291197,friend_of_friend
dindaashoke,Siddharth__13,friend_of_friend
dindaashoke,TarunSanghvi_,friend_of_friend
dindaashoke,Abhinav64152319,friend_of_friend
dindaashoke,imvikash_kumar,friend_of_friend
dindaashoke,premprakash431,friend_of_friend
dindaashoke,amit0360,friend_of_friend
dindaashoke,madsud91,friend_of_friend
dindaashoke,Aaryaavart_Ind,friend_of_friend
dindaashoke,MilanSingh07,friend_of_friend
dindaashoke,Chauhan_Huin,friend_of_friend
dindaashoke,ShashankSri007,friend_of_friend
dindaashoke,Chandes63182548,friend_of_friend
dindaashoke,Saffron_Surfer,friend_of_friend
dindaashoke,iiLGrjyM2aywPlH,friend_of_friend
dindaashoke,Pb_Bodake,friend_of_friend
dindaashoke,anandabhisek12,friend_of_friend
dindaashoke,Sarthak08526064,friend_of_friend
@BJP4Bengal,hiran_chatterji,friend
amit0360,hiran_chatterji,follower_of_friend
radhe99393,hiran_chatterji,follower_of_friend
RameshS94322681,hiran_chatterji,follower_of_friend
krishmenon11,hiran_chatterji,follower_of_friend
SomaPra63450407,hiran_chatterji,follower_of_friend
Saiyada10803839,hiran_chatterji,follower_of_friend
RRRMovieeee,hiran_chatterji,follower_of_friend
iamharsh1000,hiran_chatterji,follower_of_friend
tanmoytc1985,hiran_chatterji,follower_of_friend
AnandTraveler,hiran_chatterji,follower_of_friend
AG49344933,hiran_chatterji,follower_of_friend
SUNILMA30668295,hiran_chatterji,follower_of_friend
dbsnjy,hiran_chatterji,follower_of_friend
Andri54527441,hiran_chatterji,follower_of_friend
SONUPINKOO,hiran_chatterji,follower_of_friend
SatishMPujari3,hiran_chatterji,follower_of_friend
hegdeviv,hiran_chatterji,follower_of_friend
Suman034491,hiran_chatterji,follower_of_friend
PahadiAnadi,hiran_chatterji,follower_of_friend
ghosh_sheoshri,hiran_chatterji,follower_of_friend
hiran_chatterji,amit0360,friend_of_friend
hiran_chatterji,radhe99393,friend_of_friend
hiran_chatterji,RameshS94322681,friend_of_friend
hiran_chatterji,krishmenon11,friend_of_friend
hiran_chatterji,SomaPra63450407,friend_of_friend
hiran_chatterji,Saiyada10803839,friend_of_friend
hiran_chatterji,RRRMovieeee,friend_of_friend
hiran_chatterji,iamharsh1000,friend_of_friend
hiran_chatterji,tanmoytc1985,friend_of_friend
hiran_chatterji,AnandTraveler,friend_of_friend
hiran_chatterji,AG49344933,friend_of_friend
hiran_chatterji,SUNILMA30668295,friend_of_friend
hiran_chatterji,dbsnjy,friend_of_friend
hiran_chatterji,Andri54527441,friend_of_friend
hiran_chatterji,SONUPINKOO,friend_of_friend
hiran_chatterji,SatishMPujari3,friend_of_friend
hiran_chatterji,hegdeviv,friend_of_friend
hiran_chatterji,Suman034491,friend_of_friend
hiran_chatterji,PahadiAnadi,friend_of_friend
hiran_chatterji,ghosh_sheoshri,friend_of_friend
@BJP4Bengal,RajibBanerjeeWB,friend
amit0360,RajibBanerjeeWB,follower_of_friend
krishmenon11,RajibBanerjeeWB,follower_of_friend
RRRMovieeee,RajibBanerjeeWB,follower_of_friend
iamharsh1000,RajibBanerjeeWB,follower_of_friend
AnandTraveler,RajibBanerjeeWB,follower_of_friend
AG49344933,RajibBanerjeeWB,follower_of_friend
Andri54527441,RajibBanerjeeWB,follower_of_friend
SONUPINKOO,RajibBanerjeeWB,follower_of_friend
SatishMPujari3,RajibBanerjeeWB,follower_of_friend
Suman034491,RajibBanerjeeWB,follower_of_friend
varshneyamitin,RajibBanerjeeWB,follower_of_friend
tanueksoch,RajibBanerjeeWB,follower_of_friend
sadhu_suroj,RajibBanerjeeWB,follower_of_friend
subhajana618,RajibBanerjeeWB,follower_of_friend
SAthulkar,RajibBanerjeeWB,follower_of_friend
Faisala33400545,RajibBanerjeeWB,follower_of_friend
himanshubjym57,RajibBanerjeeWB,follower_of_friend
10Kfollow1,RajibBanerjeeWB,follower_of_friend
RajDutt75827636,RajibBanerjeeWB,follower_of_friend
Brajesh44193093,RajibBanerjeeWB,follower_of_friend
RajibBanerjeeWB,amit0360,friend_of_friend
RajibBanerjeeWB,krishmenon11,friend_of_friend
RajibBanerjeeWB,RRRMovieeee,friend_of_friend
RajibBanerjeeWB,iamharsh1000,friend_of_friend
RajibBanerjeeWB,AnandTraveler,friend_of_friend
RajibBanerjeeWB,AG49344933,friend_of_friend
RajibBanerjeeWB,Andri54527441,friend_of_friend
RajibBanerjeeWB,SONUPINKOO,friend_of_friend
RajibBanerjeeWB,SatishMPujari3,friend_of_friend
RajibBanerjeeWB,Suman034491,friend_of_friend
RajibBanerjeeWB,varshneyamitin,friend_of_friend
RajibBanerjeeWB,tanueksoch,friend_of_friend
RajibBanerjeeWB,sadhu_suroj,friend_of_friend
RajibBanerjeeWB,subhajana618,friend_of_friend
RajibBanerjeeWB,SAthulkar,friend_of_friend
RajibBanerjeeWB,Faisala33400545,friend_of_friend
RajibBanerjeeWB,himanshubjym57,friend_of_friend
RajibBanerjeeWB,10Kfollow1,friend_of_friend
RajibBanerjeeWB,RajDutt75827636,friend_of_friend
RajibBanerjeeWB,Brajesh44193093,friend_of_friend
@BJP4Bengal,dayem_hossin,friend
rahulfzd1,dayem_hossin,follower_of_friend
singhsumitbjp,dayem_hossin,follower_of_friend
Mohamma44448722,dayem_hossin,follower_of_friend
BamariHossin,dayem_hossin,follower_of_friend
AmreshK08747936,dayem_hossin,follower_of_friend
IamroyRahul,dayem_hossin,follower_of_friend
surajvai1997,dayem_hossin,follower_of_friend
BJP4Bengal,dayem_hossin,follower_of_friend
jovanhaye,dayem_hossin,follower_of_friend
Ujjwal_krishna,dayem_hossin,follower_of_friend
CrazyFunnyVidzz,dayem_hossin,follower_of_friend
briittneywhite1,dayem_hossin,follower_of_friend
Uncuthumazangwa,dayem_hossin,follower_of_friend
soyonrs,dayem_hossin,follower_of_friend
ParisAMDParis,dayem_hossin,follower_of_friend
dayemkhan11,dayem_hossin,follower_of_friend
mini_aurelio,dayem_hossin,follower_of_friend
spainlyf,dayem_hossin,follower_of_friend
ilovequotebooks,dayem_hossin,follower_of_friend
viral_tube,dayem_hossin,follower_of_friend
dayem_hossin,rahulfzd1,friend_of_friend
dayem_hossin,singhsumitbjp,friend_of_friend
dayem_hossin,Mohamma44448722,friend_of_friend
dayem_hossin,BamariHossin,friend_of_friend
dayem_hossin,AmreshK08747936,friend_of_friend
dayem_hossin,IamroyRahul,friend_of_friend
dayem_hossin,surajvai1997,friend_of_friend
dayem_hossin,BJP4Bengal,friend_of_friend
dayem_hossin,jovanhaye,friend_of_friend
dayem_hossin,Ujjwal_krishna,friend_of_friend
dayem_hossin,CrazyFunnyVidzz,friend_of_friend
dayem_hossin,briittneywhite1,friend_of_friend
dayem_hossin,Uncuthumazangwa,friend_of_friend
dayem_hossin,soyonrs,friend_of_friend
dayem_hossin,ParisAMDParis,friend_of_friend
dayem_hossin,dayemkhan11,friend_of_friend
dayem_hossin,mini_aurelio,friend_of_friend
dayem_hossin,spainlyf,friend_of_friend
dayem_hossin,ilovequotebooks,friend_of_friend
dayem_hossin,viral_tube,friend_of_friend
@BJP4Bengal,kpmaurya1,friend
Ganeshk98830922,kpmaurya1,follower_of_friend
RIZWANK87888021,kpmaurya1,follower_of_friend
Abuzarnawab7,kpmaurya1,follower_of_friend
Sandeep49456861,kpmaurya1,follower_of_friend
ANIMESH11661361,kpmaurya1,follower_of_friend
RAUSHAN98039445,kpmaurya1,follower_of_friend
Shambha41620604,kpmaurya1,follower_of_friend
Rasree20,kpmaurya1,follower_of_friend
SanjayS73374460,kpmaurya1,follower_of_friend
kcmbakshi,kpmaurya1,follower_of_friend
Anonymo06718818,kpmaurya1,follower_of_friend
Vijaygu66142904,kpmaurya1,follower_of_friend
rohitjaswal29,kpmaurya1,follower_of_friend
GOPESHT69356670,kpmaurya1,follower_of_friend
HarshSi91478207,kpmaurya1,follower_of_friend
KaranJh30951863,kpmaurya1,follower_of_friend
TheAdvBinder,kpmaurya1,follower_of_friend
NirajYa29828499,kpmaurya1,follower_of_friend
sanjitadutta3,kpmaurya1,follower_of_friend
BharatLPrajapa3,kpmaurya1,follower_of_friend
kpmaurya1,Ganeshk98830922,friend_of_friend
kpmaurya1,RIZWANK87888021,friend_of_friend
kpmaurya1,Abuzarnawab7,friend_of_friend
kpmaurya1,Sandeep49456861,friend_of_friend
kpmaurya1,ANIMESH11661361,friend_of_friend
kpmaurya1,RAUSHAN98039445,friend_of_friend
kpmaurya1,Shambha41620604,friend_of_friend
kpmaurya1,Rasree20,friend_of_friend
kpmaurya1,SanjayS73374460,friend_of_friend
kpmaurya1,kcmbakshi,friend_of_friend
kpmaurya1,Anonymo06718818,friend_of_friend
kpmaurya1,Vijaygu66142904,friend_of_friend
kpmaurya1,rohitjaswal29,friend_of_friend
kpmaurya1,GOPESHT69356670,friend_of_friend
kpmaurya1,HarshSi91478207,friend_of_friend
kpmaurya1,KaranJh30951863,friend_of_friend
kpmaurya1,TheAdvBinder,friend_of_friend
kpmaurya1,NirajYa29828499,friend_of_friend
kpmaurya1,sanjitadutta3,friend_of_friend
kpmaurya1,BharatLPrajapa3,friend_of_friend
@BJP4Bengal,MinOfCultureGoI,friend
NILANJA32541678,MinOfCultureGoI,follower_of_friend
gsanjay125,MinOfCultureGoI,follower_of_friend
janthetaytayfan,MinOfCultureGoI,follower_of_friend
SonuSai89399814,MinOfCultureGoI,follower_of_friend
Mshaikh03948413,MinOfCultureGoI,follower_of_friend
Pradeep07295520,MinOfCultureGoI,follower_of_friend
AHMEDMUSTAQ6,MinOfCultureGoI,follower_of_friend
ChinmayaMajhi17,MinOfCultureGoI,follower_of_friend
DrSuren13439143,MinOfCultureGoI,follower_of_friend
CParbhudeva,MinOfCultureGoI,follower_of_friend
RajivSao3,MinOfCultureGoI,follower_of_friend
SureshHazaribag,MinOfCultureGoI,follower_of_friend
EdificeTamil,MinOfCultureGoI,follower_of_friend
AdvMohdShahid1,MinOfCultureGoI,follower_of_friend
NavnathHake4,MinOfCultureGoI,follower_of_friend
Hariomy41904664,MinOfCultureGoI,follower_of_friend
Pradeepyadav553,MinOfCultureGoI,follower_of_friend
GothwalPalak,MinOfCultureGoI,follower_of_friend
SOUVIKD60166436,MinOfCultureGoI,follower_of_friend
tejinder_singh7,MinOfCultureGoI,follower_of_friend
MinOfCultureGoI,NILANJA32541678,friend_of_friend
MinOfCultureGoI,gsanjay125,friend_of_friend
MinOfCultureGoI,janthetaytayfan,friend_of_friend
MinOfCultureGoI,SonuSai89399814,friend_of_friend
MinOfCultureGoI,Mshaikh03948413,friend_of_friend
MinOfCultureGoI,Pradeep07295520,friend_of_friend
MinOfCultureGoI,AHMEDMUSTAQ6,friend_of_friend
MinOfCultureGoI,ChinmayaMajhi17,friend_of_friend
MinOfCultureGoI,DrSuren13439143,friend_of_friend
MinOfCultureGoI,CParbhudeva,friend_of_friend
MinOfCultureGoI,RajivSao3,friend_of_friend
MinOfCultureGoI,SureshHazaribag,friend_of_friend
MinOfCultureGoI,EdificeTamil,friend_of_friend
MinOfCultureGoI,AdvMohdShahid1,friend_of_friend
MinOfCultureGoI,NavnathHake4,friend_of_friend
MinOfCultureGoI,Hariomy41904664,friend_of_friend
MinOfCultureGoI,Pradeepyadav553,friend_of_friend
MinOfCultureGoI,GothwalPalak,friend_of_friend
MinOfCultureGoI,SOUVIKD60166436,friend_of_friend
MinOfCultureGoI,tejinder_singh7,friend_of_friend
@BJP4Bengal,prahladspatel,friend
JayaSah27554950,prahladspatel,follower_of_friend
animesh3jha,prahladspatel,follower_of_friend
Btlbidhansabha,prahladspatel,follower_of_friend
PdNamdev,prahladspatel,follower_of_friend
niteshs55348269,prahladspatel,follower_of_friend
gobind_justin,prahladspatel,follower_of_friend
nationalist1931,prahladspatel,follower_of_friend
MohitAg27451792,prahladspatel,follower_of_friend
zZHKqE1nvRzlsBA,prahladspatel,follower_of_friend
gir_nikesh,prahladspatel,follower_of_friend
Abhishe40484818,prahladspatel,follower_of_friend
DipeshKumarji,prahladspatel,follower_of_friend
Rajumah82236211,prahladspatel,follower_of_friend
DulalSa15177092,prahladspatel,follower_of_friend
AG49344933,prahladspatel,follower_of_friend
VijayKh32912171,prahladspatel,follower_of_friend
Santosh27239862,prahladspatel,follower_of_friend
SOUVIKD60166436,prahladspatel,follower_of_friend
fgTqFDa2lgmNNzO,prahladspatel,follower_of_friend
Ashutohpr,prahladspatel,follower_of_friend
prahladspatel,JayaSah27554950,friend_of_friend
prahladspatel,animesh3jha,friend_of_friend
prahladspatel,Btlbidhansabha,friend_of_friend
prahladspatel,PdNamdev,friend_of_friend
prahladspatel,niteshs55348269,friend_of_friend
prahladspatel,gobind_justin,friend_of_friend
prahladspatel,nationalist1931,friend_of_friend
prahladspatel,MohitAg27451792,friend_of_friend
prahladspatel,zZHKqE1nvRzlsBA,friend_of_friend
prahladspatel,gir_nikesh,friend_of_friend
prahladspatel,Abhishe40484818,friend_of_friend
prahladspatel,DipeshKumarji,friend_of_friend
prahladspatel,Rajumah82236211,friend_of_friend
prahladspatel,DulalSa15177092,friend_of_friend
prahladspatel,AG49344933,friend_of_friend
prahladspatel,VijayKh32912171,friend_of_friend
prahladspatel,Santosh27239862,friend_of_friend
prahladspatel,SOUVIKD60166436,friend_of_friend
prahladspatel,fgTqFDa2lgmNNzO,friend_of_friend
prahladspatel,Ashutohpr,friend_of_friend
@BJP4Bengal,tourismgoi,friend
Maddy55945303,tourismgoi,follower_of_friend
gsanjay125,tourismgoi,follower_of_friend
Mshaikh03948413,tourismgoi,follower_of_friend
pratyaksh007,tourismgoi,follower_of_friend
DrSuren13439143,tourismgoi,follower_of_friend
Ananyaspeaks,tourismgoi,follower_of_friend
EdificeTamil,tourismgoi,follower_of_friend
Hariomy41904664,tourismgoi,follower_of_friend
Abhilashpatra9,tourismgoi,follower_of_friend
tejinder_singh7,tourismgoi,follower_of_friend
ishandawra,tourismgoi,follower_of_friend
SimranP40722706,tourismgoi,follower_of_friend
BershiaX,tourismgoi,follower_of_friend
Akhtar5665,tourismgoi,follower_of_friend
ukumar24,tourismgoi,follower_of_friend
Kingshu16623628,tourismgoi,follower_of_friend
Shahbaj00883195,tourismgoi,follower_of_friend
saniashuffta,tourismgoi,follower_of_friend
surinde22161619,tourismgoi,follower_of_friend
rakesharyan91,tourismgoi,follower_of_friend
tourismgoi,Maddy55945303,friend_of_friend
tourismgoi,gsanjay125,friend_of_friend
tourismgoi,Mshaikh03948413,friend_of_friend
tourismgoi,pratyaksh007,friend_of_friend
tourismgoi,DrSuren13439143,friend_of_friend
tourismgoi,Ananyaspeaks,friend_of_friend
tourismgoi,EdificeTamil,friend_of_friend
tourismgoi,Hariomy41904664,friend_of_friend
tourismgoi,Abhilashpatra9,friend_of_friend
tourismgoi,tejinder_singh7,friend_of_friend
tourismgoi,ishandawra,friend_of_friend
tourismgoi,SimranP40722706,friend_of_friend
tourismgoi,BershiaX,friend_of_friend
tourismgoi,Akhtar5665,friend_of_friend
tourismgoi,ukumar24,friend_of_friend
tourismgoi,Kingshu16623628,friend_of_friend
tourismgoi,Shahbaj00883195,friend_of_friend
tourismgoi,saniashuffta,friend_of_friend
tourismgoi,surinde22161619,friend_of_friend
tourismgoi,rakesharyan91,friend_of_friend
@BJP4Bengal,SuvenduWB,friend
PriyanshuPhanse,SuvenduWB,follower_of_friend
ModiJiIsBestPM1,SuvenduWB,follower_of_friend
imVenkatGanesh,SuvenduWB,follower_of_friend
ArjunRa73333833,SuvenduWB,follower_of_friend
MS_Lamba,SuvenduWB,follower_of_friend
amit0360,SuvenduWB,follower_of_friend
PravinVMarkal,SuvenduWB,follower_of_friend
KishorePremi,SuvenduWB,follower_of_friend
iamYVD,SuvenduWB,follower_of_friend
Auroprex,SuvenduWB,follower_of_friend
pramod999965,SuvenduWB,follower_of_friend
bangaliCHOKRAA,SuvenduWB,follower_of_friend
Ratzzz07,SuvenduWB,follower_of_friend
ParveenDabas9,SuvenduWB,follower_of_friend
ganeshkumar1789,SuvenduWB,follower_of_friend
DipuJaiHind1,SuvenduWB,follower_of_friend
sauravmishra307,SuvenduWB,follower_of_friend
asingh923,SuvenduWB,follower_of_friend
RenMishra,SuvenduWB,follower_of_friend
kumarom990,SuvenduWB,follower_of_friend
SuvenduWB,PriyanshuPhanse,friend_of_friend
SuvenduWB,ModiJiIsBestPM1,friend_of_friend
SuvenduWB,imVenkatGanesh,friend_of_friend
SuvenduWB,ArjunRa73333833,friend_of_friend
SuvenduWB,MS_Lamba,friend_of_friend
SuvenduWB,amit0360,friend_of_friend
SuvenduWB,PravinVMarkal,friend_of_friend
SuvenduWB,KishorePremi,friend_of_friend
SuvenduWB,iamYVD,friend_of_friend
SuvenduWB,Auroprex,friend_of_friend
SuvenduWB,pramod999965,friend_of_friend
SuvenduWB,bangaliCHOKRAA,friend_of_friend
SuvenduWB,Ratzzz07,friend_of_friend
SuvenduWB,ParveenDabas9,friend_of_friend
SuvenduWB,ganeshkumar1789,friend_of_friend
SuvenduWB,DipuJaiHind1,friend_of_friend
SuvenduWB,sauravmishra307,friend_of_friend
SuvenduWB,asingh923,friend_of_friend
SuvenduWB,RenMishra,friend_of_friend
SuvenduWB,kumarom990,friend_of_friend
@BJP4Bengal,mansukhmandviya,friend
Vimlesh35964179,mansukhmandviya,follower_of_friend
ankit_deliwala,mansukhmandviya,follower_of_friend
BhattparthH,mansukhmandviya,follower_of_friend
j_k_redman,mansukhmandviya,follower_of_friend
Krishna65850855,mansukhmandviya,follower_of_friend
sagthiya_vimal,mansukhmandviya,follower_of_friend
rajupatel01,mansukhmandviya,follower_of_friend
Aashu528,mansukhmandviya,follower_of_friend
AdityaA89394981,mansukhmandviya,follower_of_friend
ParekhShikhar1,mansukhmandviya,follower_of_friend
MayurKanetiya,mansukhmandviya,follower_of_friend
DipakSamriya8,mansukhmandviya,follower_of_friend
chamar_milan,mansukhmandviya,follower_of_friend
ArunJebar3,mansukhmandviya,follower_of_friend
Ashishp61229828,mansukhmandviya,follower_of_friend
Prashan71767541,mansukhmandviya,follower_of_friend
Ananyaspeaks,mansukhmandviya,follower_of_friend
HarshilKhambhl1,mansukhmandviya,follower_of_friend
NawretiShah,mansukhmandviya,follower_of_friend
pinarajayesh,mansukhmandviya,follower_of_friend
mansukhmandviya,Vimlesh35964179,friend_of_friend
mansukhmandviya,ankit_deliwala,friend_of_friend
mansukhmandviya,BhattparthH,friend_of_friend
mansukhmandviya,j_k_redman,friend_of_friend
mansukhmandviya,Krishna65850855,friend_of_friend
mansukhmandviya,sagthiya_vimal,friend_of_friend
mansukhmandviya,rajupatel01,friend_of_friend
mansukhmandviya,Aashu528,friend_of_friend
